Seq,DH137,DH138,DH139,DH140,DH141,DH142,DH143,DH144
DH_657,0,0,0,0,0,0,0,0
DH_658,0,0,0,0,0,0,0,0
DH_659,0,0,0,0,0,0,0,0
DH_660,4,4,0,0,5,0,0,0
DH_661,0,0,0,0,0,0,0,0
DH_662,0,0,0,0,75,172,15,0
DH_663,0,11,10,0,0,0,0,0
DH_664,23,6,23,24,0,0,0,0
DH_665,0,0,0,0,0,0,0,0
DH_666,0,0,0,0,0,0,0,0
DH_667,0,0,0,0,0,0,0,0
DH_668,0,0,0,0,0,0,0,0
DH_669,0,0,0,0,0,0,0,0
DH_670,0,0,0,0,0,0,0,0
DH_671,0,0,0,0,12,59,60,0
DH_672,0,0,0,0,0,0,0,0
DH_673,0,0,0,0,0,0,0,0
DH_674,22,20,34,36,0,0,0,0
DH_675,0,0,0,0,0,0,0,0
DH_676,0,0,0,0,0,0,0,0
DH_677,0,0,0,11,30,0,0,0
DH_678,0,0,0,0,0,0,0,0
DH_679,0,0,0,0,0,20,0,0
DH_680,0,0,0,0,0,0,0,0
DH_681,0,0,0,0,0,0,0,0
DH_682,0,0,0,0,0,7,0,0
DH_683,0,0,0,0,5,9,45,0
DH_684,0,0,0,0,0,0,0,0
DH_685,0,0,0,0,0,0,0,0
DH_686,0,0,0,0,0,0,0,0
DH_687,0,0,0,0,0,0,0,0
DH_688,0,0,0,0,0,0,0,0
DH_689,0,0,0,0,0,0,0,0
DH_690,0,0,0,0,0,0,0,0
DH_691,0,0,0,0,0,0,0,0
DH_692,0,0,0,0,0,0,0,0
DH_693,0,0,0,0,0,0,0,0
DH_694,0,0,0,0,0,10,0,0
DH_695,0,0,0,0,0,0,0,0
DH_696,0,0,0,0,0,0,0,0
DH_697,0,0,0,0,0,0,0,0
DH_698,0,0,0,0,11,36,20,0
DH_699,4,10,9,9,0,0,0,0
DH_700,0,0,0,0,0,0,0,0
DH_701,0,0,0,0,0,0,0,0
DH_702,0,0,0,0,0,163,26,0
DH_703,0,0,0,0,0,0,0,0
DH_704,0,0,0,0,0,0,0,0
DH_705,0,0,0,0,0,138,40,0
DH_706,0,0,0,0,0,0,0,0
DH_707,0,0,0,0,24,0,0,0
DH_708,12,0,0,0,0,0,0,0
DH_709,0,0,0,0,32,0,0,0
DH_710,0,0,0,0,0,0,0,0
DH_711,0,0,0,0,0,0,0,0
DH_712,0,0,0,0,0,0,0,0
DH_713,0,0,0,0,6,31,30,0
DH_714,0,0,0,0,0,0,0,0
DH_715,0,0,0,0,0,0,0,0
DH_716,0,0,5,0,0,0,0,0
DH_717,0,0,0,0,0,0,0,0
DH_718,0,0,0,0,0,0,0,0
DH_719,0,0,0,0,0,0,0,0
DH_720,0,0,0,0,0,37,0,0
DH_721,0,0,0,0,0,0,0,0
DH_722,0,0,0,0,0,0,0,0
DH_723,0,0,0,0,0,0,0,0
DH_724,0,9,17,11,0,0,0,0
DH_725,0,0,0,0,0,0,0,0
DH_726,0,0,0,0,57,0,0,0
DH_727,0,0,0,0,0,0,0,0
DH_728,0,0,0,12,0,0,0,0
DH_729,0,0,0,0,0,0,0,0
DH_730,0,0,0,0,0,0,0,0
DH_731,0,0,0,0,0,0,0,0
DH_732,0,0,0,0,0,0,0,0
DH_733,0,0,0,0,0,0,0,0
DH_734,0,0,32,0,0,0,0,0
DH_735,0,0,0,0,160,31,17,0
DH_736,0,0,0,0,0,0,0,0
DH_737,0,0,0,0,0,0,0,0
DH_738,0,0,0,0,0,0,0,0
DH_739,0,0,0,0,0,0,0,0
DH_740,0,0,0,0,0,0,0,0
DH_741,0,0,0,0,0,0,0,0
DH_742,0,0,0,0,0,0,0,0
DH_743,0,0,0,0,0,0,0,0
DH_744,21,13,11,41,17,4,0,0
DH_745,0,0,0,0,0,0,0,0
DH_746,0,0,0,8,9,0,0,0
DH_747,0,0,0,0,0,0,0,0
DH_748,0,0,0,0,0,0,0,0
DH_749,0,4,0,14,0,0,0,0
DH_750,0,0,0,0,0,0,0,0
DH_751,0,0,0,0,0,84,0,0
DH_752,0,0,0,0,40,14,0,0
DH_753,0,0,0,0,123,0,0,0
DH_754,0,0,0,0,0,0,0,0
DH_755,0,0,0,0,0,0,0,0
DH_756,0,0,0,0,0,44,15,0
DH_757,0,0,0,0,50,0,0,0
DH_758,0,0,0,20,66,0,0,0
DH_759,0,0,0,0,0,0,0,0
DH_760,0,0,0,0,0,0,0,0
DH_761,0,0,0,0,0,0,0,0
DH_762,0,0,0,0,0,0,0,0
DH_763,0,0,0,0,0,0,0,0
DH_764,0,0,0,0,0,0,0,0
DH_765,0,0,0,0,0,13,0,0
DH_766,0,0,0,0,0,0,0,0
DH_767,50,53,81,79,26,0,0,0
DH_768,0,0,0,0,0,0,0,0
DH_769,0,0,0,0,0,15,2,0
DH_770,12,0,0,14,0,0,0,0
DH_771,0,0,0,0,0,0,0,0
DH_772,0,0,0,0,0,0,0,0
DH_773,0,0,0,0,0,0,0,0
DH_774,0,0,0,0,0,0,0,0
DH_775,0,0,0,0,0,0,0,0
DH_776,0,0,0,0,0,0,0,0
DH_777,0,0,0,0,0,0,0,0
DH_778,0,0,0,0,0,0,0,0
DH_779,0,0,0,0,0,0,0,0
DH_780,0,0,0,0,0,0,0,0
DH_781,0,0,0,0,0,0,0,0
DH_782,0,0,0,0,0,0,0,0
DH_783,0,0,0,0,0,0,0,0
DH_784,3,0,10,18,13,0,0,0
DH_785,31,0,0,0,84,0,0,0
DH_786,4,6,4,0,8,0,0,0
DH_787,0,0,0,0,0,100,0,0
DH_788,0,0,0,0,0,0,0,0
DH_789,0,0,0,0,0,0,0,0
DH_790,123,158,155,151,0,0,0,0
DH_791,0,0,0,0,8,548,110,0
DH_792,0,0,0,0,0,0,0,0
DH_793,0,0,0,0,0,0,0,0
DH_794,0,0,0,0,0,0,0,0
DH_795,0,0,0,0,0,0,0,0
DH_796,0,0,0,0,0,0,0,0
DH_797,0,0,0,0,38,95,17,0
DH_798,0,0,0,0,0,0,0,0
DH_799,0,0,0,0,0,0,0,0
DH_800,6,6,0,13,0,0,0,0
DH_801,0,0,0,0,433,19,5,0
DH_802,0,0,0,0,0,0,0,0
DH_803,0,0,0,0,78,0,0,0
DH_804,0,0,0,0,0,0,0,0
DH_805,0,0,0,0,0,0,0,0
DH_806,0,0,0,0,0,0,0,0
DH_807,0,0,0,0,0,0,0,0
DH_808,0,0,0,0,82,0,4,0
DH_809,0,0,0,0,43,0,0,0
DH_810,0,0,0,0,0,0,0,0
DH_811,0,0,0,0,0,0,0,0
DH_812,0,0,0,23,0,0,0,0
DH_813,0,0,0,0,0,0,0,0
DH_814,0,0,0,0,37,0,0,0
DH_815,0,0,0,0,32,0,0,0
DH_816,0,0,0,0,0,0,0,0
DH_817,0,0,0,0,136,12,0,0
DH_818,0,0,0,0,0,0,0,0
DH_819,0,0,0,0,0,0,0,0
DH_820,0,0,3,6,0,0,0,0
DH_821,0,0,0,0,0,0,0,0
DH_822,0,0,0,0,0,0,0,0
DH_823,0,0,0,0,0,0,0,0
DH_824,0,0,0,0,0,86,25,0
DH_825,0,0,0,0,0,0,0,0
DH_826,0,0,0,0,9,15,0,0
DH_827,0,0,0,0,0,0,0,0
DH_828,0,0,0,0,0,0,0,0
DH_829,0,0,0,0,0,0,0,0
DH_830,0,0,0,0,0,0,0,0
DH_831,77,83,69,82,0,0,0,0
DH_832,0,0,0,0,0,0,0,0
DH_833,0,0,0,0,0,19,0,0
DH_834,0,0,0,0,0,0,0,0
DH_835,0,0,0,0,0,0,0,0
DH_836,0,0,0,0,0,0,0,0
DH_837,0,0,0,0,0,39,5,0
DH_838,0,0,0,0,0,0,0,0
DH_839,0,0,0,0,0,246,27,0
DH_840,0,0,0,0,0,0,0,0
DH_841,0,0,0,0,0,0,0,0
DH_842,0,0,0,0,0,6,6,0
DH_843,249,344,423,530,38,13,15,0
DH_844,0,0,0,0,0,0,0,0
DH_845,0,18,26,20,0,0,0,0
DH_846,0,0,0,0,0,0,0,0
DH_847,0,0,0,0,0,0,0,0
DH_848,0,0,0,0,0,0,0,0
DH_849,0,0,0,0,0,37,0,0
DH_850,0,0,0,0,0,0,0,0
DH_851,0,0,0,0,4,42,11,0
DH_852,0,0,0,0,264,387,50,0
DH_853,0,0,0,0,0,0,0,0
DH_854,0,0,0,0,0,0,0,0
DH_855,0,0,0,0,0,0,0,0
DH_856,0,0,0,0,37,0,0,0
DH_857,0,0,0,0,33,0,0,0
DH_858,0,0,0,0,12,0,0,0
DH_859,0,0,0,0,0,33,0,0
DH_860,0,0,0,0,0,0,0,0
DH_861,0,0,0,0,0,0,0,0
DH_862,0,0,0,0,0,0,0,0
DH_863,0,0,0,0,0,0,0,0
DH_864,0,0,0,0,136,319,36,0
DH_865,0,0,0,0,0,0,0,0
DH_866,0,0,0,0,94,0,0,0
DH_867,0,0,0,0,0,0,0,0
DH_868,0,0,0,0,150,282,25,0
DH_869,0,0,0,0,0,0,0,0
DH_870,0,0,0,0,0,0,0,0
DH_871,0,0,0,0,0,0,0,0
DH_872,0,0,0,0,0,0,0,0
DH_873,0,0,0,0,0,0,0,0
DH_874,0,0,0,0,0,0,0,0
DH_875,0,0,0,0,0,0,0,0
DH_876,0,0,0,0,0,0,0,0
DH_877,0,0,0,0,0,62,8,0
DH_878,0,0,0,0,0,0,0,0
DH_879,0,0,0,0,0,18,0,0
DH_880,0,0,0,0,0,0,0,0
DH_881,0,0,0,0,0,0,0,0
DH_882,0,0,0,0,0,3,0,0
DH_883,0,0,0,0,5,2,0,0
DH_884,0,0,0,0,0,0,0,0
DH_885,0,0,0,0,0,0,0,0
DH_886,4,0,0,0,0,0,0,0
DH_887,0,0,0,0,0,0,0,0
DH_888,0,0,0,0,0,0,0,0
DH_889,0,0,0,0,0,0,0,0
DH_890,0,0,0,27,0,0,0,0
DH_891,0,0,0,0,0,6,0,0
DH_892,0,0,0,0,0,0,0,0
DH_893,0,0,0,0,0,0,0,0
DH_894,0,0,0,0,17,0,0,0
DH_895,0,0,0,0,0,0,0,0
DH_896,0,0,0,0,0,0,0,0
DH_897,0,0,0,0,0,0,0,0
DH_898,0,0,0,0,0,0,0,0
DH_899,0,0,0,0,0,0,0,0
DH_900,0,0,0,0,0,0,0,0
DH_901,0,0,0,0,0,0,0,0
DH_902,0,0,0,0,0,0,0,0
DH_903,0,0,0,0,0,3,0,0
DH_904,0,0,0,0,0,0,0,0
DH_905,0,0,0,0,0,0,0,0
DH_906,0,0,0,0,0,0,0,0
DH_907,0,0,4,0,0,0,0,0
DH_908,22,50,52,18,0,0,0,0
DH_909,0,0,0,0,19,17,4,0
DH_910,0,0,0,0,0,0,0,0
DH_911,0,0,0,0,4,22,46,0
DH_912,0,0,0,0,0,0,0,0
DH_913,0,0,0,0,0,0,0,0
DH_914,0,0,0,0,0,0,0,0
DH_915,0,6,0,8,13,0,0,0
DH_916,0,0,0,0,0,3,0,0
DH_917,0,0,0,0,0,0,0,0
DH_918,0,0,0,0,21,13,6,0
DH_919,0,0,0,0,0,10,0,0
DH_920,0,0,0,0,0,0,0,0
DH_921,0,0,0,0,0,0,0,0
DH_922,0,0,0,0,0,0,0,0
DH_923,10,17,11,7,0,0,0,0
DH_924,0,0,0,0,0,0,0,0
DH_925,0,0,0,0,0,0,0,0
DH_926,0,0,0,0,0,0,0,0
DH_927,0,0,0,0,0,0,0,0
DH_928,0,0,0,0,0,0,0,0
DH_929,0,0,0,0,0,42,16,0
DH_930,0,0,0,0,17,0,0,0
DH_931,384,452,508,423,0,0,0,0
DH_932,0,0,0,0,0,0,0,0
DH_933,0,0,0,0,0,20,0,0
DH_934,0,0,0,0,0,0,0,0
DH_935,0,0,0,0,0,0,0,0
DH_936,0,0,0,0,0,0,0,0
DH_937,0,0,0,0,0,0,0,0
DH_938,0,0,0,0,0,0,0,0
DH_939,0,0,0,0,0,0,0,0
DH_940,0,0,0,0,0,0,0,0
DH_941,0,0,0,15,11,0,0,0
DH_942,0,0,0,0,0,0,0,0
DH_943,0,0,0,0,0,0,0,0
DH_944,0,0,0,0,0,0,0,0
DH_945,71,75,85,65,0,0,0,0
DH_946,0,0,0,0,0,32,0,0
DH_947,0,0,0,0,0,0,50,0
DH_948,0,0,0,0,0,0,0,0
DH_949,0,0,0,0,229,24,6,0
DH_950,0,0,0,0,0,18,0,0
DH_951,0,0,0,0,0,0,0,0
DH_952,0,0,0,0,0,0,0,0
DH_953,0,0,0,0,0,0,0,0
DH_954,0,0,0,0,0,5,0,0
DH_955,0,0,0,0,0,0,0,0
DH_956,0,0,0,0,0,0,0,0
DH_957,0,0,0,0,0,0,0,0
DH_958,0,0,0,0,0,25,0,0
DH_959,0,0,0,0,0,0,0,0
DH_960,21,21,41,44,0,0,0,0
DH_961,0,7,0,14,0,0,0,0
DH_962,0,0,0,0,0,0,0,0
DH_963,0,0,0,0,0,0,0,0
DH_964,0,0,0,0,0,0,0,0
DH_965,0,0,0,0,0,61,10,0
DH_966,0,0,0,0,15,0,0,0
DH_967,0,0,0,0,821,25,14,0
DH_968,0,0,0,0,0,0,0,0
DH_969,0,0,0,0,0,0,0,0
DH_970,0,0,0,0,0,0,0,0
DH_971,0,0,0,0,0,0,0,0
DH_972,0,0,0,0,0,0,0,0
DH_973,0,0,0,0,0,0,0,0
DH_974,0,0,0,0,0,0,0,0
DH_975,0,0,0,0,16,28,12,0
DH_976,0,0,0,0,96,6,0,0
DH_977,0,0,0,0,0,0,0,0
DH_978,0,0,0,0,0,0,0,0
DH_979,0,0,0,0,0,0,0,0
DH_980,0,0,0,0,0,0,0,0
DH_981,0,0,0,0,0,0,0,0
DH_982,0,0,0,0,0,0,0,0
DH_983,0,0,0,31,0,0,0,0
DH_984,0,0,0,0,0,0,0,0
DH_985,0,0,0,0,22,0,0,0
DH_986,0,0,0,0,0,0,0,0
DH_987,0,0,0,0,0,0,0,0
DH_988,0,0,0,0,0,0,0,0
DH_989,0,0,0,0,0,0,0,0
DH_990,0,0,0,0,0,0,0,0
DH_991,0,0,2,0,0,0,0,0
DH_992,0,3,0,8,0,0,0,0
DH_993,0,0,0,0,0,0,0,0
DH_994,0,0,0,0,0,0,0,0
DH_995,0,0,0,0,0,0,0,0
DH_996,0,0,0,0,0,0,0,0
DH_997,0,0,0,0,0,0,0,0
DH_998,0,0,0,0,0,0,0,0
DH_999,0,0,0,0,0,0,0,0
DH_1000,0,0,0,0,9,6,0,0
DH_1001,0,0,0,0,0,97,14,0
DH_1002,4,5,15,0,0,0,0,0
DH_1003,0,0,0,0,0,7,6,0
DH_1004,0,0,0,0,0,0,0,0
DH_1005,0,0,0,0,0,0,0,0
DH_1006,0,0,0,0,0,0,0,0
DH_1007,0,0,0,0,0,0,0,0
DH_1008,0,0,0,0,0,0,0,0
DH_1009,0,0,0,0,0,19,0,0
DH_1010,0,0,0,0,0,0,0,0
DH_1011,0,0,0,0,0,0,0,0
DH_1012,0,0,0,0,0,5,0,0
DH_1013,0,0,0,0,0,0,0,0
DH_1014,0,0,0,0,0,0,0,0
DH_1015,0,0,0,0,0,5,0,0
DH_1016,0,0,0,0,0,0,0,0
DH_1017,0,0,0,0,0,0,0,0
DH_1018,0,0,0,0,0,0,0,0
DH_1019,0,0,0,0,0,0,0,0
DH_1020,0,0,0,0,0,0,0,0
DH_1021,0,0,0,0,0,0,0,0
DH_1022,0,0,0,0,0,0,0,0
DH_1023,0,0,0,0,0,0,0,0
DH_1024,18,10,24,14,0,0,0,0
DH_1025,27,25,42,22,0,0,0,0
DH_1026,0,0,0,0,0,0,0,0
DH_1027,0,0,0,0,0,40,24,0
DH_1028,0,0,0,0,0,0,0,0
DH_1029,0,0,0,0,0,0,0,0
DH_1030,0,0,0,0,0,0,0,0
DH_1031,0,0,0,0,0,0,0,0
DH_1032,0,0,0,0,0,26,0,0
DH_1033,0,0,0,0,0,0,0,0
DH_1034,0,0,0,0,0,0,0,0
DH_1035,0,0,0,0,0,0,0,0
DH_1036,0,0,0,0,0,0,0,0
DH_1037,0,0,0,9,3,0,0,0
DH_1038,0,0,0,0,35,17,8,0
DH_1039,0,0,0,0,0,0,0,0
DH_1040,0,0,0,0,0,0,0,0
DH_1041,0,0,0,0,0,0,0,0
DH_1042,10,8,36,22,28,0,0,0
DH_1043,0,0,0,0,0,0,0,0
DH_1044,0,0,0,0,0,0,0,0
DH_1045,0,0,0,0,0,0,0,0
DH_1046,0,0,0,0,27,14,0,0
DH_1047,0,0,0,0,0,43,5,0
DH_1048,0,0,0,0,0,0,0,0
DH_1049,0,0,0,0,0,0,0,0
DH_1050,0,0,0,0,45,0,0,0
DH_1051,0,0,0,0,21,242,12,0
DH_1052,0,0,0,0,0,0,0,0
DH_1053,0,0,0,0,0,0,0,0
DH_1054,0,0,0,0,0,0,0,0
DH_1055,0,0,0,0,0,0,0,0
DH_1056,0,0,0,0,0,0,0,0
DH_1057,0,0,0,0,0,0,0,0
DH_1058,0,0,0,0,0,0,0,0
DH_1059,0,0,0,0,0,0,0,0
DH_1060,0,0,0,0,0,0,0,0
DH_1061,0,0,0,0,0,0,0,0
DH_1062,0,0,0,0,0,0,0,0
DH_1063,0,0,0,0,0,0,0,0
DH_1064,0,0,0,0,0,0,0,0
DH_1065,0,0,0,0,0,0,0,0
DH_1066,0,13,3,0,60,22,0,0
DH_1067,0,0,0,0,0,68,0,0
DH_1068,0,0,0,0,0,0,0,0
DH_1069,0,0,0,0,0,0,0,0
DH_1070,0,0,0,24,0,0,0,0
DH_1071,0,0,0,0,81,0,0,0
DH_1072,0,0,0,0,0,0,0,0
DH_1073,0,0,0,0,0,9,4,0
DH_1074,0,0,0,0,0,0,0,0
DH_1075,0,0,0,0,0,0,0,0
DH_1076,6,0,0,0,0,0,0,0
DH_1077,0,0,0,0,0,0,11,0
DH_1078,0,0,0,0,0,0,0,0
DH_1079,0,0,0,0,0,0,0,0
DH_1080,21,0,0,0,0,0,0,0
DH_1081,0,0,0,0,0,0,0,0
DH_1082,0,0,24,0,0,0,0,0
DH_1083,0,0,0,0,0,0,0,0
DH_1084,0,0,0,0,0,0,0,0
DH_1085,0,0,0,0,12,12,17,0
DH_1086,0,0,0,0,0,0,0,0
DH_1087,0,0,0,3,67,0,0,0
DH_1088,0,0,0,0,0,0,0,0
DH_1089,0,0,0,0,0,0,0,0
DH_1090,0,0,0,0,63,200,0,0
DH_1091,0,0,0,0,0,0,0,0
DH_1092,0,0,0,0,0,0,0,0
DH_1093,0,0,0,0,0,0,0,0
DH_1094,0,0,0,0,0,0,0,0
DH_1095,0,0,0,0,0,0,0,0
DH_1096,0,0,0,0,0,0,0,0
DH_1097,0,0,0,0,0,0,0,0
DH_1098,0,0,0,0,0,0,0,0
DH_1099,0,0,0,0,133,0,0,0
DH_1100,0,0,0,0,0,24,0,0
DH_1101,0,0,0,0,14,0,0,0
DH_1102,0,0,0,0,0,0,0,0
DH_1103,0,0,0,0,0,0,0,0
DH_1104,0,0,0,0,0,0,0,0
DH_1105,0,0,0,0,8,0,0,0
DH_1106,0,0,0,0,0,0,0,0
DH_1107,0,0,0,0,0,0,0,0
DH_1108,0,0,0,0,0,0,0,0
DH_1109,0,0,0,0,0,0,0,0
DH_1110,0,4,0,0,6,0,0,0
DH_1111,0,0,0,0,0,41,20,0
DH_1112,0,0,0,0,0,0,0,0
DH_1113,0,0,0,0,0,0,0,0
DH_1114,0,0,0,0,0,0,0,0
DH_1115,0,0,0,0,0,0,0,0
DH_1116,0,0,0,0,0,0,0,0
DH_1117,0,0,0,0,0,0,0,0
DH_1118,0,0,0,0,0,0,0,0
DH_1119,0,0,0,0,0,15,6,0
DH_1120,0,0,0,0,0,0,0,0
DH_1121,0,0,0,0,0,20,0,0
DH_1122,0,0,0,0,0,0,0,0
DH_1123,0,0,0,0,0,0,0,0
DH_1124,0,0,0,0,0,0,0,0
DH_1125,0,0,0,0,0,0,0,0
DH_1126,0,0,0,0,65,0,0,0
DH_1127,0,0,0,0,0,0,0,0
DH_1128,0,0,0,0,0,0,0,0
DH_1129,0,0,0,0,0,8,0,0
DH_1130,0,0,0,0,0,0,0,0
DH_1131,0,0,0,0,0,0,0,0
DH_1132,0,0,0,0,0,0,0,0
DH_1133,0,0,0,0,0,0,0,0
DH_1134,0,0,0,7,0,0,0,0
DH_1135,0,0,0,0,0,0,0,0
DH_1136,0,0,0,0,0,0,0,0
DH_1137,0,0,0,0,0,0,0,0
DH_1138,0,0,0,0,0,0,0,0
DH_1139,0,0,0,0,0,11,0,0
DH_1140,0,0,0,0,0,0,0,0
DH_1141,0,0,0,0,0,0,0,0
DH_1142,42,0,0,65,0,0,0,0
DH_1143,0,0,0,0,0,0,0,0
DH_1144,0,0,0,0,12,56,16,0
DH_1145,0,0,0,0,4,0,0,0
DH_1146,0,0,0,0,0,0,0,0
DH_1147,0,0,0,0,0,28,0,0
DH_1148,0,0,0,0,0,0,0,0
DH_1149,0,0,0,0,0,0,0,0
DH_1150,0,0,0,0,0,0,0,0
DH_1151,11,15,16,11,5,0,0,0
DH_1152,0,0,0,0,0,114,0,0
DH_1153,0,0,0,0,0,0,0,0
DH_1154,0,0,0,0,0,0,0,0
DH_1155,0,0,0,0,0,0,0,0
DH_1156,0,0,0,0,0,0,0,0
DH_1157,0,0,0,0,0,0,0,0
DH_1158,0,0,0,0,0,0,0,0
DH_1159,0,0,0,0,0,0,0,0
DH_1160,0,0,0,0,0,0,0,0
DH_1161,0,0,0,0,0,0,0,0
DH_1162,0,0,0,0,0,0,0,0
DH_1163,0,0,0,0,0,10,0,0
DH_1164,0,0,0,0,0,47,28,0
DH_1165,0,0,0,0,0,0,0,0
DH_1166,0,0,0,0,0,0,0,0
DH_1167,0,0,0,0,0,0,0,0
DH_1168,0,0,0,0,0,14,29,0
DH_1169,0,0,0,0,0,0,0,0
DH_1170,0,0,0,0,0,0,0,0
DH_1171,0,0,0,0,0,0,0,0
DH_1172,4,10,13,14,0,0,0,0
DH_1173,0,0,0,0,0,0,0,0
DH_1174,0,0,0,0,0,0,0,0
DH_1175,0,0,0,0,0,0,0,0
DH_1176,0,0,0,0,0,0,0,0
DH_1177,0,0,0,0,0,0,0,0
DH_1178,31,41,33,50,0,0,0,0
DH_1179,0,6,0,0,0,0,0,0
DH_1180,0,0,0,0,0,0,0,0
DH_1181,0,0,0,0,0,0,0,0
DH_1182,0,0,0,0,0,0,0,0
DH_1183,0,0,0,0,0,0,0,0
DH_1184,0,0,0,0,142,22,0,0
DH_1185,0,0,0,0,0,0,0,0
DH_1186,0,0,0,0,0,0,0,0
DH_1187,0,0,0,0,0,0,0,0
DH_1188,0,0,0,0,0,5,2,0
DH_1189,66,89,76,116,0,0,0,0
DH_1190,0,0,0,0,0,0,0,0
DH_1191,0,0,0,0,0,0,0,0
DH_1192,0,0,0,0,0,0,0,0
DH_1193,0,0,0,0,0,0,0,0
DH_1194,0,0,0,0,0,0,0,0
DH_1195,0,0,0,0,0,0,0,0
DH_1196,0,0,0,0,0,6,3,0
DH_1197,0,0,0,0,0,0,0,0
DH_1198,0,0,0,0,0,0,0,0
DH_1199,0,0,0,0,0,0,0,0
DH_1200,0,0,0,0,0,58,0,0
DH_1201,0,0,0,0,26,247,12,0
DH_1202,0,0,0,0,0,0,0,0
DH_1203,0,0,0,0,0,0,0,0
DH_1204,0,0,0,0,0,48,0,0
DH_1205,0,0,0,0,0,0,0,0
DH_1206,0,0,0,0,0,0,0,0
DH_1207,0,0,0,0,0,0,0,0
DH_1208,0,0,0,0,8,8,3,0
DH_1209,0,0,0,0,0,0,0,0
DH_1210,0,0,0,0,0,0,0,0
DH_1211,0,0,0,7,0,0,0,0
DH_1212,0,0,0,0,0,0,0,0
DH_1213,0,0,0,0,0,0,0,0
DH_1214,0,0,0,0,7,0,0,0
DH_1215,0,0,0,0,0,0,0,0
DH_1216,0,0,0,0,0,0,0,0
DH_1217,0,0,0,0,0,0,0,0
DH_1218,0,0,0,0,0,0,0,0
DH_1219,0,0,0,0,0,0,0,0
DH_1220,0,0,0,0,0,8,0,0
DH_1221,0,0,0,0,0,0,13,0
DH_1222,0,0,0,0,0,0,0,0
DH_1223,0,0,0,0,0,0,0,0
DH_1224,0,0,0,0,10,0,0,0
DH_1225,0,0,0,0,0,0,0,0
DH_1226,0,0,0,0,0,0,0,0
DH_1227,0,0,0,0,0,0,0,0
DH_1228,11,15,24,39,93,0,0,0
DH_1229,0,0,0,0,0,0,0,0
DH_1230,0,0,0,0,0,0,0,0
DH_1231,0,0,0,0,0,0,0,0
DH_1232,0,0,0,0,0,0,0,0
DH_1233,0,6,0,0,0,0,0,0
DH_1234,0,0,0,0,0,0,0,0
DH_1235,0,0,0,0,0,0,0,0
DH_1236,0,0,0,0,0,0,0,0
DH_1237,48,48,63,72,48,0,0,0
DH_1238,0,0,0,0,0,0,0,0
DH_1239,0,0,0,0,0,0,0,0
DH_1240,0,0,0,0,0,0,0,0
DH_1241,0,0,0,0,0,0,0,0
DH_1242,0,0,0,0,0,0,0,0
DH_1243,0,0,0,0,0,0,0,0
DH_1244,0,0,0,0,0,0,0,0
DH_1245,0,0,0,0,0,0,0,0
DH_1246,0,0,0,0,0,0,0,0
DH_1247,0,0,0,0,0,0,0,0
DH_1248,0,0,0,0,0,0,0,0
DH_1249,0,0,0,0,0,0,0,0
DH_1250,0,0,0,15,0,0,0,0
DH_1251,0,0,0,0,0,0,0,0
DH_1252,0,0,0,0,0,0,4,0
DH_1253,0,0,0,0,0,0,0,0
DH_1254,0,0,0,0,0,0,0,0
DH_1255,0,0,0,0,0,0,0,0
DH_1256,0,0,0,0,0,8,0,0
DH_1257,0,0,0,0,0,0,0,0
DH_1258,0,0,0,0,0,0,0,0
DH_1259,0,0,0,0,0,0,0,0
DH_1260,0,0,0,0,0,0,0,0
DH_1261,0,0,0,0,0,0,10,0
DH_1262,0,0,0,0,0,0,0,0
DH_1263,0,0,0,0,0,0,0,0
DH_1264,0,0,0,0,0,0,0,0
DH_1265,0,0,0,0,0,0,0,0
DH_1266,0,0,0,0,7,0,0,0
DH_1267,0,0,0,0,0,10,3,0
DH_1268,0,0,0,0,0,0,0,0
DH_1269,0,0,0,0,0,0,0,0
DH_1270,0,0,0,0,0,32,0,0
DH_1271,0,0,0,0,0,0,0,0
DH_1272,0,0,0,0,0,0,0,0
DH_1273,0,0,0,0,0,0,0,0
DH_1274,0,0,0,0,6,30,0,0
DH_1275,0,0,0,0,3,0,0,0
DH_1276,0,0,0,0,0,0,0,0
DH_1277,0,0,0,0,0,0,11,0
DH_1278,0,0,0,0,0,0,0,0
DH_1279,0,0,0,0,94,0,0,0
DH_1280,0,0,0,0,0,0,0,0
DH_1281,0,0,0,0,31,69,12,0
DH_1282,0,0,0,0,0,0,0,0
DH_1283,0,0,0,0,0,0,0,0
DH_1284,0,0,0,0,0,0,0,0
DH_1285,0,0,0,0,0,0,0,0
DH_1286,0,0,0,0,0,0,0,0
DH_1287,0,0,0,0,0,16,0,0
DH_1288,0,0,0,0,0,0,0,0
DH_1289,0,0,0,0,0,0,0,0
DH_1290,19,66,128,428,0,5,0,0
DH_1291,0,0,0,0,0,0,0,0
DH_1292,0,0,0,0,0,84,9,0
DH_1293,0,0,0,0,0,0,0,0
DH_1294,0,0,0,0,0,0,0,0
DH_1295,0,0,0,0,0,0,0,0
DH_1296,0,0,0,0,0,0,0,0
DH_1297,0,0,0,0,0,0,0,0
DH_1298,0,0,0,0,0,0,0,0
DH_1299,0,0,0,0,0,0,0,0
DH_1300,0,0,0,0,0,0,0,0
DH_1301,0,0,0,0,0,0,0,0
DH_1302,0,0,0,0,0,0,0,0
DH_1303,0,0,0,0,0,0,0,0
DH_1304,0,0,0,0,0,0,0,0
DH_1305,0,0,0,0,0,0,0,0
DH_1306,0,0,0,0,0,0,0,0
